,name,id,normalizedGenre,yearNormalized,size,averageClustering,density,averagePathLength,averageDegree,diameter,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,numOfSegments,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL,avg_betweenness,avg_closeness,avg_eigenvector,all_in_index,final_scene_size,drama_change_rate,averageCharinScene,avg_max_degree_ratio,max_degree_num_char_ratio,lowWeightedDegree,mediumWeightedDegree,highWeightedDegree,averageCharSpeech,lowSpeech,mediumSpeech,highSpeech,protagonism,mediateness
339,munday-chettle-the-death-of-robert-earl-of-huntingdon,ep000205,0,1598,32,0.9765016685205784,0.907258064516129,1.092741935483871,28.125,2,31,32,5,26,0,1,1,450,5,0,23698,22854,847,4,2779,0.003091397849462367,0.9301974374387405,0.17371591665934072,1.0,1.0,0.0,12.0,0.907258064516129,1.0,0.0625,0.5625,0.375,27.56230012226081,0.34375,0.3125,0.34375,0.0019345805269575175,0.4557239513497756
340,munday-drayton-wilson-hathaway-sir-john-oldcastle-1,ep000220,0,1599,63,1.0,1.0,1.0,62.0,1,62,63,5,58,0,0,1,1953,1,0,23119,22410,787,583,1557,0.0,1.0,0.12598815766974242,1.0,0.5789473684210527,0.5705665024630542,63.0,1.0,1.0,0.0,0.0,1.0,19.588491900012283,0.31746031746031744,0.3333333333333333,0.3492063492063492,0.0,0.0
341,nabbes-covent-garden,ep000211,Comedy,1633,19,0.8474566455216607,0.7017543859649122,1.2982456140350878,12.63157894736842,2,18,19,4,15,0,0,1,120,30,5,19581,18453,397,671,852,0.017543859649122806,0.7877861510631552,0.22355829362948432,0.9166666666666666,0.21739130434782608,0.6156314699792961,4.0,0.7017543859649122,1.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,19.086253584825837,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.008020300034326116,0.5583823828325545
342,nabbes-hannibal-and-scipio,ep000212,Tragedy,1635,23,0.7940868310433528,0.2845849802371542,1.8893280632411067,6.260869565217392,3,16,23,5,18,0,0,1,72,24,5,17991,15906,698,0,2239,0.042348955392433656,0.5441917940877077,0.18647199259070132,0.9,0.36363636363636365,0.6057881773399015,4.0,0.391304347826087,0.7272727272727273,0.34782608695652173,0.30434782608695654,0.34782608695652173,37.18071642649342,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.010510055363320378,0.6411333512013808
343,nabbes-the-bride,ep000210,Comedy,1638,22,0.8262961543569479,0.5151515151515151,1.4978354978354975,10.818181818181818,3,20,22,3,18,1,0,1,119,30,5,17438,16524,528,148,1659,0.024891774891774892,0.6860817608942716,0.19948703150558114,1.0,0.4375,1.0,5.0,0.5409090909090909,0.9523809523809523,0.3181818181818182,0.3181818181818182,0.36363636363636365,17.383201626288145,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.00676523045836118,0.6772765917278175
344,nabbes-the-spring-s-glory,ep000825,0,1625,16,1.0,0.475,1.0,7.125,1,8,16,5,11,0,1,2,57,2,0,8783,3837,322,53,341,0.0,0.475,0.1875029555629679,0.6,0.6428571428571429,0.44047619047619047,8.0,0.890625,0.5333333333333333,0.0,0.4375,0.5625,38.887524801587304,0.0,0.0,0.0,0.0,0.0
345,nabbes-the-unfortunate-mother,ep000215,Tragedy,1639,14,0.9798534798534798,0.978021978021978,1.021978021978022,12.714285714285714,2,13,14,5,9,0,0,1,89,5,5,15033,14129,277,0,2073,0.0018315018315018315,0.9802721088435374,0.2670473052304614,0.8387096774193549,0.55,0.7679870129870129,9.0,0.978021978021978,1.0,0.35714285714285715,0.2857142857142857,0.35714285714285715,22.701179791927448,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.0,0.30151134457776363
346,nabbes-tottenham-court,ep000214,Comedy,1633,20,0.8509941039352805,0.6526315789473685,1.3473684210526315,12.4,2,18,20,5,15,0,0,1,124,31,5,18672,17486,262,536,1257,0.01929824561403509,0.7561376071593463,0.21773679788106448,1.0,1.0,0.0,4.0,0.6888888888888889,0.9473684210526315,0.2,0.4,0.4,20.346858572283686,0.0,0.0,0.0,0.003123945393350308,0.574165918640278
347,nashe-summer-s-last-will-and-testament,ep000216,Comedy,1592,12,1.0,1.0,1.0,11.0,1,11,12,0,12,0,0,1,66,1,0,17387,15734,339,72,1146,0.0,1.0,0.2886751345948129,1.0,0.3333333333333333,0.8848214285714286,12.0,1.0,1.0,0.0,0.0,1.0,83.19158820694199,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
348,norton-sackville-gorboduc,ep000219,Tragedy,1562,18,0.7781866281866283,0.326797385620915,1.5360824742268042,5.555555555555555,3,12,18,2,16,0,1,2,50,9,5,15802,14366,39,0,1780,0.021241830065359475,0.424884472045373,0.19831613398489198,1.0,1.0,0.0,4.0,0.46296296296296297,0.7058823529411765,0.3333333333333333,0.2222222222222222,0.4444444444444444,145.03025193760487,0.0,0.0,0.0,0.012816135130218037,0.8078778072057134
349,peele-clyomon-and-clamydes,ep000801,0,1599,21,1.0,1.0,1.0,20.0,1,20,21,3,17,1,0,1,210,1,0,24910,24111,508,0,2052,0.0,1.0,0.21821789023599242,1.0,1.0,0.0,21.0,1.0,1.0,0.0,0.0,1.0,36.41488626857239,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
350,peele-edward-the-first,ep000226,0,1591,36,1.0,1.0,1.0,35.0,1,35,36,9,26,1,2,1,630,1,0,23463,23332,1248,157,2075,0.0,1.0,0.1666666666666667,0.95,0.08823529411764706,0.7287302480800932,36.0,1.0,1.0,0.0,0.0,1.0,30.052526011336386,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
351,peele-the-arraignment-of-paris,ep000223,Tragicomedy,1581,34,0.8747290204989168,0.3101604278074866,1.9197860962566844,10.235294117647058,4,25,34,15,19,0,2,1,174,20,5,11571,10560,603,0,1213,0.02874331550802139,0.5414544194535562,0.1419056406931783,1.0,0.5,0.6481481481481481,4.0,0.4094117647058823,0.7575757575757576,0.3235294117647059,0.3235294117647059,0.35294117647058826,35.30494739801822,0.0,0.0,0.0,0.011644468727485894,0.6247680765403458
352,peele-the-battle-of-alcazar,ep000224,0,1588,28,0.9289549419984204,0.8121693121693122,1.187830687830688,21.928571428571427,2,27,28,3,23,2,0,1,307,3,3,11678,11581,498,0,1454,0.007224257224257225,0.8604619521584845,0.18451441246153374,1.0,1.0,0.0,15.0,0.8121693121693121,1.0,0.17857142857142858,0.4642857142857143,0.35714285714285715,61.941354875283444,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.003529619428528658,0.36885144751810806
353,peele-the-love-of-david-and-fair-bathsheba,ep000227,Tragedy,1590,32,1.0,1.0,1.0,31.0,1,31,32,6,26,0,2,1,496,1,0,15738,15081,523,0,1886,0.0,1.0,0.17677669529663684,1.0,1.0,0.0,32.0,1.0,1.0,0.0,0.0,1.0,46.29016352720555,0.0,0.0,0.0,0.0,0.0
354,peele-the-old-wives-tale,ep000228,Comedy,1588,30,1.0,1.0,1.0,29.0,1,29,30,6,21,3,1,1,435,1,0,8591,8028,535,221,310,0.0,1.0,0.1825741858350554,1.0,1.0,0.0,30.0,1.0,1.0,0.0,0.0,1.0,29.18316728060914,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
355,pikering-horestes,ep000229,0,1567,26,1.0,1.0,1.0,25.0,1,25,26,3,14,9,2,1,325,1,0,12887,12330,515,0,1205,0.0,1.0,0.19611613513818402,1.0,1.0,0.0,26.0,1.0,1.0,0.0,0.0,1.0,79.37477635265635,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.0,0.0
356,porter-the-two-angry-women-of-abingdon,ep000230,Comedy,1598,15,1.0,1.0,1.0,14.0,1,14,15,4,11,0,0,1,105,1,0,27606,27038,217,209,2469,0.0,1.0,0.2581988897471611,1.0,0.08695652173913043,0.6057825507825507,15.0,1.0,1.0,0.0,0.0,1.0,20.45649547553325,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
357,randolph-aristippus-or-the-jovial-philosopher,ep000231,0,1630,10,0.8,0.6444444444444445,1.0,5.8,1,7,10,1,9,0,0,2,29,3,0,13129,12990,141,241,362,0.0,0.6444444444444445,0.282842982213935,0.2,0.5161290322580645,0.4448410248495138,3.0,0.8285714285714285,0.7777777777777778,0.2,0.0,0.8,44.29709961456672,0.3,0.3,0.4,0.0,0.0
358,randolph-the-jealous-lovers,ep000232,Comedy,1632,23,0.7729514891414205,0.5217391304347826,1.4782608695652173,11.478260869565217,2,22,23,6,17,0,0,1,132,56,5,28097,24606,468,154,2871,0.022774327122153208,0.692775236671474,0.19809825360853195,1.0,0.6470588235294118,0.7215909090909091,4.0,0.5217391304347826,1.0,0.34782608695652173,0.30434782608695654,0.34782608695652173,27.687066712584404,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.013512818356535962,0.80889648775915
359,rawlins-the-rebellion,ep000233,Tragedy,1638,31,1.0,1.0,1.0,30.0,1,30,31,4,27,0,2,1,465,5,4,20097,17136,715,317,1767,0.0,1.0,0.17960530202677485,1.0,0.7391304347826086,0.38115755073959406,19.0,1.0,1.0,0.2903225806451613,0.2903225806451613,0.41935483870967744,23.707634441133113,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.0,0.0
360,richards-messalina-the-roman-empress,ep000797,Tragedy,1634,34,0.8861943290690989,0.661319073083779,1.338680926916221,21.823529411764707,2,33,34,13,19,2,1,1,371,5,5,19168,16921,853,134,2065,0.01058377896613191,0.7645136207563961,0.16486010458066785,1.0,0.4782608695652174,0.5218253968253967,14.0,0.661319073083779,1.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,25.059601389934045,0.3235294117647059,0.3235294117647059,0.35294117647058826,0.007685174998424029,0.47973341856152335
361,rowley-a-match-at-midnight,ep000237,Comedy,1622,23,0.9335058564026122,0.9011857707509882,1.098814229249012,19.82608695652174,2,22,23,6,17,0,0,1,228,5,5,20603,20153,393,682,536,0.004705439488048184,0.920073846723185,0.20710332350949906,1.0,0.5142857142857142,0.6395445134575569,15.0,0.9011857707509882,1.0,0.34782608695652173,0.30434782608695654,0.34782608695652173,16.040975221574605,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.0,0.3026394623441058
362,rowley-a-new-wonder-a-woman-never-vexed,ep000239,Comedy,1611,23,0.869247437177172,0.6403162055335968,1.359683794466403,14.08695652173913,2,22,23,5,18,0,0,1,162,5,5,24597,24239,386,43,2740,0.017127799736495388,0.7538391120278355,0.2001043984383998,0.8,0.5714285714285714,0.592156862745098,11.0,0.6403162055335968,1.0,0.34782608695652173,0.21739130434782608,0.43478260869565216,20.68790597329823,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.006338290125851609,0.5266256396423772
363,rowley-a-shoemaker-a-gentleman,ep000238,Comedy,1607,35,0.8664091134286394,0.6857142857142857,1.3142857142857145,23.314285714285717,2,34,35,5,29,1,1,1,408,5,5,22600,21614,553,114,2131,0.009523809523809521,0.780840567722417,0.16419101704274283,0.8,0.3333333333333333,0.6116975733270886,16.0,0.6857142857142857,1.0,0.14285714285714285,0.45714285714285713,0.4,28.98314278350545,0.34285714285714286,0.3142857142857143,0.34285714285714286,0.00947392783457902,0.36868655877514805
364,rowley-all-s-lost-by-lust,ep000240,Tragedy,1619,21,0.8853752747162744,0.8047619047619048,1.1952380952380952,16.095238095238095,2,20,21,5,16,0,0,1,169,5,5,18126,17133,304,45,2001,0.010275689223057645,0.8520518771107762,0.21497350461598327,1.0,1.0,0.0,12.0,0.8047619047619048,1.0,0.2857142857142857,0.38095238095238093,0.3333333333333333,22.794017697665772,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.005028822318388501,0.3981706540837369
365,rowley-the-birth-of-merlin,ep000692,Tragicomedy,1608,36,0.894149245310362,0.7126984126984127,1.2873015873015874,24.944444444444443,2,35,36,6,30,0,1,1,449,5,5,20986,20129,672,807,251,0.008450046685340802,0.7962832271144447,0.1604850529091534,0.9090909090909091,0.3684210526315789,0.9045351473922904,17.0,0.7126984126984126,1.0,0.2777777777777778,0.3333333333333333,0.3888888888888889,19.662857717563398,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.006624262139467597,0.4592253794423136
366,rowley-when-you-see-me-you-know-me,ep000236,0,1604,45,1.0,1.0,1.0,44.0,1,44,45,6,39,0,1,1,990,1,0,25567,25094,496,269,2145,0.0,1.0,0.14907119849998607,1.0,0.25925925925925924,0.9438571428571428,45.0,1.0,1.0,0.0,0.0,1.0,21.01665961789999,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
367,rutter-the-shepherds-holiday,ep000241,Tragicomedy,1633,19,0.8166173008278271,0.3684210526315789,1.695906432748538,6.631578947368421,3,16,19,6,12,1,1,1,63,22,5,22131,19632,145,165,2306,0.04093567251461988,0.6042486446773374,0.20856957882580018,1.0,0.9473684210526315,0.3115079365079365,3.0,0.4144736842105263,0.8888888888888888,0.3157894736842105,0.3157894736842105,0.3684210526315789,34.602618953451305,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.009667767386404725,0.9111269920953546
368,s-locrine,ep000242,Tragedy,1591,27,0.7991757430353922,0.3162393162393162,1.8774928774928772,8.222222222222221,4,20,27,5,22,0,0,1,111,26,5,16779,15771,883,41,1825,0.0350997150997151,0.5489438440490998,0.1650562036836071,1.0,1.0,0.0,4.0,0.4111111111111111,0.7692307692307693,0.2222222222222222,0.4444444444444444,0.3333333333333333,54.422069614944014,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.01857230060226923,0.7376644724141893
369,s-the-honest-lawyer,ep000798,Comedy,1614,19,0.9776401788785688,0.9707602339181286,1.0292397660818713,17.473684210526315,2,18,19,3,16,0,0,1,166,5,5,22772,22235,457,620,1404,0.001719986240110079,0.9747079368902806,0.22901146923698787,1.0,0.6296296296296297,0.4261788048552755,13.0,0.9707602339181286,1.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,24.341438234700405,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.0,0.2773500981126146
370,s-thomas-lord-cromwell,ep000244,0,1599,38,1.0,1.0,1.0,37.0,1,37,38,1,35,4,2,1,703,1,0,15065,14459,644,156,1419,0.0,1.0,0.1622214211307626,1.0,0.8095238095238095,0.4303030303030303,38.0,1.0,1.0,0.0,0.0,1.0,26.38940984196402,0.34210526315789475,0.3157894736842105,0.34210526315789475,0.0,0.0
371,sampson-the-vow-breaker,ep000245,Comedy,1625,27,0.914215477617012,0.8461538461538461,1.1538461538461535,22.0,2,26,27,7,20,0,3,1,297,5,5,20004,18754,410,248,1615,0.006153846153846154,0.8813488062429381,0.19008203323725828,1.0,0.75,0.2823242933537051,16.0,0.8461538461538461,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,28.339367743548493,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.00251048861349018,0.3073919442941801
372,sharpham-cupid-s-whirligig,ep000260,Comedy,1607,21,0.9230402687390744,0.8333333333333334,1.1666666666666667,16.666666666666668,2,20,21,4,17,0,0,1,175,5,5,24885,23434,431,936,119,0.008771929824561405,0.8721187025534851,0.21464605063457148,1.0,0.8235294117647058,0.38647382029734967,11.0,0.8333333333333334,1.0,0.14285714285714285,0.5238095238095238,0.3333333333333333,24.166083797203967,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0186610912771633,0.3720862840106899
373,sharpham-the-fleer,ep000261,Comedy,1606,20,0.9080746738641476,0.8368421052631579,1.1631578947368422,15.9,2,19,20,5,15,0,1,1,159,5,5,17659,17006,335,874,77,0.009064327485380117,0.8781073463573463,0.2208319852366385,0.8,0.5238095238095238,0.37298563149956343,12.0,0.8368421052631579,1.0,0.2,0.35,0.45,17.19707239673959,0.0,0.0,0.0,0.0,0.31617274644007737
374,shirley-changes,ep000264,Comedy,1632,17,0.9308338720103426,0.8897058823529411,1.1102941176470589,14.235294117647058,2,16,17,5,12,0,0,1,121,5,5,21559,20583,395,161,2352,0.007352941176470588,0.9111548925790411,0.24076968392513562,0.6,0.5294117647058824,0.4780677655677656,12.0,0.8897058823529411,1.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,16.71932122291135,0.0,0.0,0.0,0.00522528309294987,0.3484953604783499
375,shirley-hyde-park,ep000270,Comedy,1632,21,0.921027315764158,0.861904761904762,1.138095238095238,17.238095238095237,2,20,21,5,16,0,2,1,181,5,5,18080,17478,351,5,2369,0.007268170426065164,0.8945187270310423,0.2157726149363063,1.0,0.5555555555555556,0.4787114845938375,12.0,0.8619047619047618,1.0,0.14285714285714285,0.5238095238095238,0.3333333333333333,12.011385542026055,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0053952566723637855,0.3093210809259873
376,shirley-love-s-cruelty,ep000273,Tragedy,1631,17,0.9096741493800318,0.8455882352941176,1.1544117647058822,13.529411764705882,2,16,17,3,14,0,0,1,115,5,5,17956,17611,204,113,1860,0.010294117647058825,0.8808284631049155,0.23957376824012203,1.0,0.5238095238095238,0.4085509702286018,10.0,0.8455882352941176,1.0,0.35294117647058826,0.29411764705882354,0.35294117647058826,15.455214818063848,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.0,0.39692310018488114
377,shirley-saint-patrick-for-ireland-1,ep000278,Comedy,1639,27,0.8805404788387396,0.7094017094017094,1.290598290598291,18.444444444444443,2,26,27,4,22,1,0,1,249,5,5,18470,17814,408,411,1705,0.011623931623931626,0.7933736234418958,0.18716612127558008,1.0,0.6842105263157895,0.2785714285714286,14.0,0.7094017094017093,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.617085783220958,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.004561274395526023,0.40749788171356427
378,shirley-the-arcadia,ep000276,Tragicomedy,1640,21,0.9191860369878946,0.8571428571428571,1.1428571428571428,17.142857142857142,2,20,21,5,16,0,0,1,180,5,5,19237,18849,306,235,1830,0.0075187969924812035,0.888988788988789,0.2155979006504871,0.8,0.375,0.49692982456140344,12.0,0.8571428571428571,1.0,0.2857142857142857,0.38095238095238093,0.3333333333333333,18.606710325039966,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0054657060715032615,0.34938697871622304
379,shirley-the-ball,ep000344,Comedy,1632,19,0.9205687673179932,0.8538011695906432,1.1461988304093569,15.36842105263158,2,18,19,6,13,0,0,1,146,5,5,19183,18910,285,581,2020,0.008599931200550394,0.8853098004007314,0.2273621815500455,0.8,0.7647058823529411,0.33600713012477723,13.0,0.8538011695906432,1.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,19.819423691311837,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.0,0.340324263912695
380,shirley-the-bird-in-a-cage,ep000263,Comedy,1633,24,0.9050286934284614,0.8333333333333334,1.1666666666666667,19.166666666666668,2,23,24,7,18,0,2,1,230,5,5,20858,19982,310,777,1070,0.007575757575757576,0.8718787038344171,0.2016435647514075,1.0,0.06451612903225806,0.6348160535117058,14.0,0.8333333333333334,1.0,0.25,0.4166666666666667,0.3333333333333333,20.83902702029992,0.0,0.0,0.0,0.005178378624295404,0.33206274269794345
381,shirley-the-brothers,ep000817,Comedy,1652,17,1.0,1.0,1.0,16.0,1,16,17,4,13,0,0,1,136,5,5,19347,18667,299,1,2483,0.0,1.0,0.24253562503633302,1.0,0.4666666666666667,0.5193236714975845,12.0,1.0,1.0,0.29411764705882354,0.35294117647058826,0.35294117647058826,20.95772792841487,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.0,0.0
382,shirley-the-cardinal,ep000818,Tragedy,1641,31,0.85374000733565,0.6752688172043011,1.346236559139785,20.258064516129032,3,29,31,5,26,0,2,1,314,6,5,18591,17331,475,41,2237,0.011939191694475344,0.7700137170730371,0.1721934177914768,1.0,1.0,0.0,12.0,0.6985539488320356,0.9666666666666667,0.2903225806451613,0.3548387096774194,0.3548387096774194,19.459290575173828,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.004940867633487296,0.5987986382556055
383,shirley-the-constant-maid,ep000265,Comedy,1638,30,0.8765214430599826,0.6735632183908046,1.326436781609195,19.53333333333333,2,29,30,4,26,0,1,1,293,5,5,17640,17283,385,383,1898,0.011658456486042692,0.7769314515372878,0.17573565248233045,1.0,0.7777777777777778,0.2783074768368886,14.0,0.6735632183908047,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.74358451016055,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.00950999027473996,0.393253762148908
384,shirley-the-contention-for-honor-and-riches,ep000266,Tragicomedy,1631,7,1.0,1.0,1.0,6.0,1,6,7,2,5,0,0,1,21,1,0,6307,5983,60,55,573,0.0,1.0,0.3779644730092272,1.0,0.7619047619047619,0.41041666666666665,7.0,1.0,1.0,0.0,0.0,1.0,29.232292465615778,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.0
385,shirley-the-court-secret,ep000751,Tragicomedy,1642,18,0.931228602552132,0.9019607843137256,1.0980392156862746,15.333333333333334,2,17,18,3,15,0,0,1,138,5,5,20110,19231,399,1,2607,0.006127450980392157,0.9203269115549817,0.23438515046797012,1.0,0.6842105263157895,0.4200053418803419,13.0,0.9019607843137255,1.0,0.3333333333333333,0.2777777777777778,0.3888888888888889,17.807167155353508,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3186118100292101
386,shirley-the-doubtful-heir,ep000819,Tragicomedy,1638,21,0.9092309888417804,0.8333333333333334,1.1666666666666667,16.666666666666668,2,20,21,3,18,0,1,1,175,5,5,20009,19019,369,68,2381,0.008771929824561403,0.873379152320039,0.21508355261437806,0.6666666666666666,0.2631578947368421,0.5413675213675214,12.0,0.8333333333333334,1.0,0.2857142857142857,0.3333333333333333,0.38095238095238093,21.044416269595096,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.006190734480076557,0.367328504179365
387,shirley-the-duke-s-mistress,ep000267,Comedy,1636,19,0.9278650056513836,0.8830409356725146,1.1169590643274854,15.894736842105264,2,18,19,7,12,0,1,1,151,5,5,19484,18919,294,1,2584,0.0068799449604403165,0.9076710916046096,0.2273399615065273,0.8,0.6086956521739131,0.4371517027863777,12.0,0.8830409356725146,1.0,0.2631578947368421,0.3157894736842105,0.42105263157894735,14.677990074511662,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.012651929982504747,0.34198230277375685
388,shirley-the-example,ep000268,Comedy,1634,19,0.9437048503611968,0.9064327485380116,1.0935672514619883,16.31578947368421,2,18,19,5,13,1,0,1,155,6,5,19600,18811,415,14,2436,0.005503955968352253,0.9242184408389394,0.22746562352493696,1.0,0.75,0.5126838235294118,11.0,0.9064327485380116,1.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,18.49046874670635,0.0,0.0,0.0,0.0,0.38080159907237165
389,shirley-the-gamester,ep000269,Comedy,1633,23,0.9090487495185302,0.83399209486166,1.16600790513834,18.347826086956523,2,22,23,4,19,0,0,1,211,5,5,21644,21391,302,72,2629,0.00790513833992095,0.8734235340453491,0.20533772480099258,1.0,0.9375,0.28125,14.0,0.8339920948616601,1.0,0.34782608695652173,0.2608695652173913,0.391304347826087,15.800601337194259,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.00292802284092139,0.3630990512464191
390,shirley-the-gentleman-of-venice,ep000748,Comedy,1639,24,0.9142447444271375,0.8442028985507246,1.1557971014492754,19.416666666666668,2,23,24,4,20,0,2,1,233,5,5,19565,18793,476,410,2146,0.007081686429512517,0.8814121715807139,0.2011830585927802,1.0,0.8421052631578947,0.3611013986013986,14.0,0.8442028985507247,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.17278331020465,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0034441588330710697,0.33969520329867325
391,shirley-the-humorous-courtier,ep000271,Comedy,1631,16,0.9738095238095238,0.9666666666666668,1.0333333333333334,14.5,2,15,16,3,13,0,2,1,116,5,5,17605,17413,337,4,2383,0.0023809523809523816,0.9712171052631579,0.24952882523208628,0.6,0.6875,0.31565934065934065,11.0,0.9666666666666667,1.0,0.3125,0.25,0.4375,15.330978294338287,0.3125,0.3125,0.375,0.0012017976453574065,0.30151134457776363
392,shirley-the-impostor,ep000750,Tragicomedy,1640,19,0.9275541795665632,0.8596491228070176,1.1403508771929824,15.473684210526317,2,18,19,6,13,0,0,1,147,5,5,20923,19834,413,25,2555,0.008255933952528379,0.8920499629640903,0.22622515313798952,0.8,0.4444444444444444,0.3932152406417112,11.0,0.8596491228070176,1.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,18.645969823984274,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.0073309322376677016,0.37536978371590946
393,shirley-the-lady-of-pleasure,ep000272,Comedy,1635,16,0.9391025641025642,0.9166666666666666,1.0833333333333333,13.75,2,15,16,6,10,0,0,1,110,5,5,22136,21740,245,3,3010,0.005952380952380953,0.9314975167698658,0.24885383193203814,0.8,0.42857142857142855,0.4743421052631579,11.0,0.9166666666666666,1.0,0.3125,0.3125,0.375,19.51684522034687,0.3125,0.3125,0.375,0.007831825878970178,0.32577104192732953
394,shirley-the-maid-s-revenge,ep000274,Tragedy,1626,18,0.9449074074074074,0.8888888888888888,1.1111111111111112,15.11111111111111,2,17,18,5,13,0,0,1,136,5,5,19394,18618,407,94,2031,0.006944444444444444,0.9145375785141867,0.23272291734800915,0.6,0.6666666666666666,0.3278623949579832,10.0,0.8888888888888888,1.0,0.1111111111111111,0.3888888888888889,0.5,21.00654256641894,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.37142813202166425
395,shirley-the-martyred-soldier,ep000262,Tragedy,1618,28,0.8806678495365688,0.7248677248677249,1.2751322751322751,19.571428571428573,2,27,28,2,25,1,4,1,274,5,5,18578,17265,415,361,1753,0.010582010582010583,0.8065487299343975,0.18438716145737735,1.0,0.6521739130434783,0.3555194805194805,14.0,0.7248677248677249,1.0,0.2857142857142857,0.35714285714285715,0.35714285714285715,21.71731363890519,0.0,0.0,0.0,0.004422244277865441,0.3378479296219058
396,shirley-the-opportunity,ep000275,Tragedy,1634,18,0.9595315904139432,0.9411764705882352,1.0588235294117647,16.0,2,17,18,4,14,0,0,1,144,5,5,19940,19535,296,446,2076,0.0036764705882352945,0.9514213775178687,0.23465441488208538,1.0,0.7368421052631579,0.42598039215686273,13.0,0.9411764705882353,1.0,0.2777777777777778,0.2777777777777778,0.4444444444444444,17.5746812267995,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.314426396955675
397,shirley-the-politician,ep000749,Tragedy,1639,23,0.9493866418351544,0.924901185770751,1.075098814229249,20.347826086956523,2,22,23,2,21,0,0,1,234,5,5,19324,18648,418,1,2576,0.00357613401091662,0.9379002784722645,0.20737356035921287,1.0,0.64,0.4683102307908809,14.0,0.9249011857707511,1.0,0.2608695652173913,0.2608695652173913,0.4782608695652174,15.580121735545156,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.0,0.30533309484626886
398,shirley-the-royal-master,ep000277,Comedy,1637,19,0.9284940291906238,0.8947368421052632,1.105263157894737,16.105263157894736,2,18,19,5,14,0,0,1,153,5,5,20847,18711,265,0,2614,0.006191950464396285,0.9159280740937973,0.22770206116832092,1.0,0.43333333333333335,0.49926680073738894,13.0,0.8947368421052632,1.0,0.3157894736842105,0.15789473684210525,0.5263157894736842,15.353443773560873,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.002878114160242328,0.33200342213013234
