,name,id,normalizedGenre,yearNormalized,size,averageClustering,density,averagePathLength,averageDegree,diameter,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,numOfSegments,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL,avg_betweenness,avg_closeness,avg_eigenvector,all_in_index,final_scene_size,drama_change_rate,averageCharinScene,avg_max_degree_ratio,max_degree_num_char_ratio,lowWeightedDegree,mediumWeightedDegree,highWeightedDegree,averageCharSpeech,lowSpeech,mediumSpeech,highSpeech,protagonism,mediateness
116,corneillep-medee,fre000334,Tragedy,1635,9,0.5111111111111111,0.4444444444444444,1.6666666666666667,3.555555555555556,3.0,6.0,9,4,5,0,0,1.0,16.0,26,5,17485,15384,91,0,1651,0.04166666666666666,0.8104166666666667,0.3496177360796638,0.7692307692307693,0.1111111111111111,0.6299999999999999,2.0,0.5925925925925926,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,63.143852906830205,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.010519225255582278,0.7714884294898724
117,corneillep-melite-33,fre000337,Comedy,1633,8,0.7625,0.75,1.25,5.25,2.0,7.0,8,2,4,2,0,1.0,21.0,37,4,21417,19978,260,3,2117,0.031746031746031744,0.828956228956229,0.3291567621267341,0.6486486486486487,0.625,0.661111111111111,2.0,0.75,1.0,0.375,0.25,0.375,34.48655970312152,0.375,0.25,0.375,0.006708026032272012,0.7284313590846835
118,corneillep-melite,fre000336,Comedy,1642,9,0.8031746031746032,0.7777777777777778,1.2222222222222223,6.222222222222222,2.0,8.0,9,3,5,1,0,1.0,28.0,35,5,19864,17483,70,3,1907,0.041666666666666664,0.7737853323147441,0.30034585191384583,0.6571428571428571,0.6666666666666666,0.6558823529411764,2.0,0.7777777777777778,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,34.44797560676269,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.007860374892642614,0.6853099291269927
119,corneillep-menteur,fre000338,Comedy,1642,10,0.7761904761904762,0.6666666666666666,1.3333333333333333,6.0,2.0,9.0,10,4,6,0,0,1.0,30.0,36,5,18848,17475,73,0,1963,0.08939393939393937,0.5463938023477497,0.2628247090221418,0.5277777777777778,0.7,0.5541496598639457,3.0,0.6666666666666666,1.0,0.3,0.2,0.5,22.87834202206007,0.3,0.3,0.4,0.005398636175656714,0.9701425001453319
120,corneillep-mort-pompee,fre000339,Tragedy,1642,12,0.6305555555555555,0.3484848484848485,1.893939393939394,3.8333333333333335,3.0,6.0,12,3,7,2,0,1.0,23.0,22,5,19932,16471,6,0,1830,0.03571428571428572,0.8454861111111112,0.34390314284209017,0.8181818181818182,0.25,0.7023809523809523,2.0,0.638888888888889,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.3333333333333333,127.6194374126867,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0060987110440807145,0.7057145431781638
121,corneillep-nicomede,fre000340,Tragedy,1651,8,0.9035714285714286,0.7857142857142857,1.2142857142857142,5.5,2.0,7.0,8,3,5,0,0,1.0,22.0,32,5,18892,17160,3,0,1905,0.06666666666666667,0.6472255814361078,0.28087170335653,0.25,0.625,0.5688172043010753,2.0,0.7857142857142857,1.0,0.375,0.25,0.375,44.76090768799102,0.375,0.25,0.375,0.0,0.7042147167923566
122,corneillep-oedipe,fre000341,Tragedy,1659,11,0.7880952380952381,0.4727272727272727,1.6,4.727272727272728,3.0,8.0,11,5,5,1,0,1.0,26.0,28,5,21106,18812,37,0,2074,0.0571095571095571,0.6371538574944148,0.24632000172254132,0.75,0.36363636363636365,0.5469135802469135,2.0,0.5909090909090909,0.8,0.36363636363636365,0.2727272727272727,0.36363636363636365,47.16405397652419,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.006119294933916421,0.6998057244870393
123,corneillep-othon,fre000342,Tragedy,1664,13,0.7700244200244201,0.4230769230769231,1.6282051282051282,5.076923076923077,3.0,10.0,13,4,7,2,0,1.0,33.0,30,5,18010,17226,3,0,1892,0.047619047619047616,0.8330241187384044,0.36055944818513586,0.9333333333333333,0.15384615384615385,0.6289819376026273,2.0,0.5076923076923077,0.8333333333333334,0.3076923076923077,0.23076923076923078,0.46153846153846156,48.02590711576916,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.03784536740819399,0.7415366974829251
124,corneillep-pertharite,fre000343,Tragedy,1651,7,0.8095238095238095,0.7619047619047619,1.238095238095238,4.571428571428571,2.0,6.0,7,1,4,2,0,1.0,16.0,26,5,17632,17223,0,0,1895,0.08928571428571427,0.6814903846153846,0.3283129376567205,0.9615384615384616,0.5714285714285714,0.5773333333333334,2.0,0.7619047619047619,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,70.43184617526722,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.00398415147420175,1.0
125,corneillep-place-royale,fre000344,Comedy,1634,8,0.6916666666666667,0.5357142857142857,1.5357142857142858,3.75,3.0,6.0,8,2,6,0,0,1.0,15.0,36,5,14995,14096,163,0,1582,0.13095238095238093,0.5487059781177428,0.29849994713148764,0.8888888888888888,0.125,0.6471428571428571,2.0,0.625,0.8571428571428571,0.375,0.125,0.5,40.853931642598965,0.375,0.25,0.375,0.005654689445259656,0.7223151185146153
126,corneillep-polyeucte,fre000345,Tragedy,1641,9,0.3814814814814815,0.3333333333333333,1.9166666666666667,2.6666666666666665,4.0,6.0,9,2,7,0,0,1.0,12.0,27,5,19393,16664,9,0,1894,0.016666666666666666,0.9444444444444444,0.4071343520696177,0.3333333333333333,0.3333333333333333,0.6442307692307693,2.0,0.4444444444444444,0.75,0.2222222222222222,0.4444444444444444,0.3333333333333333,37.39773842412731,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.008449250661021552,0.7963908027525801
127,corneillep-pulcherie,fre000346,Comedy,1672,6,0.9333333333333336,0.9333333333333332,1.0666666666666669,4.666666666666667,2.0,5.0,6,3,3,0,0,1.0,14.0,25,5,17896,16813,0,0,1818,0.04761904761904761,0.8282312925170068,0.37144384885643617,0.24,0.3333333333333333,0.6145833333333334,2.0,0.9333333333333333,1.0,0.16666666666666666,0.5,0.3333333333333333,54.00505756832406,0.3333333333333333,0.16666666666666666,0.5,0.0,0.5
128,corneillep-rodogune,fre000347,Tragedy,1644,7,0.8476190476190476,0.7619047619047619,1.238095238095238,4.571428571428571,2.0,6.0,7,3,4,0,0,1.0,16.0,26,5,19574,17071,115,0,1889,0.07936507936507936,0.6737854737854738,0.31027161002482084,0.4230769230769231,0.7142857142857143,0.5766666666666667,2.0,0.7619047619047619,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,69.73218853150489,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.007192090792413568,0.6645343026631947
129,corneillep-sertorius,fre000348,Tragedy,1662,9,0.6878306878306878,0.5277777777777778,1.5555555555555556,4.222222222222222,3.0,7.0,9,3,4,2,0,1.0,19.0,22,5,19895,18080,9,0,1983,0.07878787878787878,0.5798887435090996,0.258506516653452,1.0,0.2222222222222222,0.6666666666666667,2.0,0.6031746031746031,0.875,0.3333333333333333,0.3333333333333333,0.3333333333333333,52.76673181745645,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.009793709750735265,0.6847623832623259
130,corneillep-sophonisbe,fre000349,Tragedy,1663,12,0.4956349206349206,0.3484848484848485,1.7878787878787878,3.8333333333333335,3.0,8.0,12,4,8,0,0,1.0,23.0,28,5,19313,16920,0,0,1854,0.047619047619047616,0.8255102040816327,0.3681906954191942,0.8571428571428571,0.25,0.6037037037037036,2.0,0.4791666666666667,0.7272727272727273,0.25,0.4166666666666667,0.3333333333333333,79.6746069343416,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.011273760983895802,0.8170469069745522
131,corneillep-suite-menteur,fre000350,Comedy,1644,7,0.8666666666666668,0.7619047619047619,1.238095238095238,4.571428571428571,2.0,6.0,7,2,4,1,0,1.0,16.0,31,5,18656,18414,49,1,2075,0.08611111111111111,0.618501405715028,0.2885227918669469,0.3225806451612903,0.7142857142857143,0.5849999999999999,3.0,0.7619047619047619,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,29.552215004654943,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.00378242079840869,0.8696263565463043
132,corneillep-suivante,fre000351,Comedy,1634,10,0.660952380952381,0.4444444444444444,1.6888888888888889,4.0,3.0,7.0,10,3,7,0,0,1.0,20.0,47,5,17060,15512,0,0,1750,0.10476190476190475,0.6887541030398173,0.3548361869368042,0.9148936170212766,0.1,0.646376811594203,2.0,0.5714285714285714,0.7777777777777778,0.3,0.2,0.5,30.09462977817881,0.3,0.3,0.4,0.012615635449694445,0.7574332837173638
133,corneillep-surena,fre000352,Tragedy,1674,7,0.6476190476190476,0.5714285714285714,1.5238095238095235,3.4285714285714284,3.0,5.0,7,3,4,0,0,1.0,12.0,18,2,17264,16864,0,0,1817,0.035714285714285705,0.8151774151774152,0.3258351960311077,0.3888888888888889,0.42857142857142855,0.6666666666666667,2.0,0.6857142857142857,0.8333333333333334,0.14285714285714285,0.42857142857142855,0.42857142857142855,49.388149020672124,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.013801105792152995,0.7938841860374447
134,corneillep-theodore,fre000353,Tragedy,1645,9,0.7976190476190478,0.75,1.25,6.0,2.0,8.0,9,3,6,0,0,1.0,27.0,31,5,17724,17363,0,0,1945,0.14285714285714285,0.56875,0.311719086232859,0.7096774193548387,0.3333333333333333,0.6016666666666667,2.0,0.75,1.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,44.377935624509284,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.010163542970264857,0.7244885716509185
135,corneillep-tite,fre000354,Comedy,1670,8,0.25,0.3571428571428571,1.8571428571428568,2.5,3.0,4.0,8,3,5,0,0,1.0,10.0,25,0,17884,16839,7,0,1814,0.014652014652014654,0.3466314388738084,0.1436050703323329,0.56,0.375,0.6423611111111108,2.0,0.625,0.5714285714285714,0.375,0.25,0.375,58.684238767573376,0.375,0.25,0.375,0.0,0.5
136,corneillep-toison,fre000355,Tragedy,1661,28,0.7723324294752867,0.2222222222222222,1.6824644549763033,6.0,3.0,14.0,28,12,11,5,0,3.0,84.0,34,5,23092,21253,2192,0,2266,0.053030303030303025,0.6692968122921683,0.26844176402156766,1.0,0.17857142857142858,0.6803030303030303,3.0,0.42857142857142855,0.5185185185185185,0.32142857142857145,0.2857142857142857,0.39285714285714285,72.70643779626428,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.0193664209639467,0.6142957458111017
137,corneillep-veuve-34,fre000357,Comedy,1634,12,0.8168109668109668,0.4696969696969697,1.5303030303030305,5.166666666666667,2.0,11.0,12,3,8,1,0,1.0,31.0,40,5,22958,18763,2,0,2107,0.05606060606060606,0.6565546320867528,0.26710131622186184,0.6,0.5,0.7196581196581197,2.0,0.4696969696969697,1.0,0.25,0.4166666666666667,0.3333333333333333,28.440429162272284,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.01302276662045336,0.9772545497599154
138,corneillep-veuve,fre000356,Comedy,1634,12,0.7244949494949494,0.4393939393939394,1.5606060606060606,4.833333333333333,2.0,11.0,12,4,8,0,0,1.0,29.0,41,5,19754,18311,16,0,2072,0.04722222222222222,0.7602797202797202,0.2999670456118462,0.5853658536585366,0.4166666666666667,0.7204166666666667,2.0,0.4393939393939394,1.0,0.25,0.3333333333333333,0.4166666666666667,30.001985884058037,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.006914262211256967,0.9927031103727656
139,corneillet-amour-a-la-mode,fre000358,Comedy,1651,10,0.7714285714285715,0.6888888888888889,1.3777777777777778,6.2,3.0,8.0,10,3,7,0,0,1.0,31.0,42,5,19919,19592,111,0,2203,0.09523809523809523,0.7091836734693877,0.34707179372125224,0.7380952380952381,0.5,0.5942799070847851,3.0,0.775,0.8888888888888888,0.3,0.3,0.4,18.902249922439392,0.3,0.3,0.4,0.0,0.8864299937527116
140,corneillet-antiochus,fre000359,Tragicomedy,1666,7,0.6,0.5714285714285714,1.4761904761904765,3.4285714285714284,3.0,5.0,7,4,3,0,0,1.0,12.0,25,2,16915,16541,12,0,1787,0.03809523809523809,0.8605442176870748,0.3727951398121647,0.24,0.5714285714285714,0.5756944444444444,2.0,0.6857142857142857,0.8333333333333334,0.2857142857142857,0.2857142857142857,0.42857142857142855,43.91894832732923,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.014148183519822468,0.7071067811865475
141,corneillet-ariane,fre000360,Tragedy,1672,7,0.8714285714285716,0.8095238095238095,1.1904761904761905,4.857142857142857,2.0,6.0,7,2,5,0,0,1.0,17.0,27,5,16815,16595,9,0,1822,0.005952380952380952,0.96875,0.35309787604333975,0.18518518518518517,0.5714285714285714,0.680128205128205,2.0,0.8095238095238094,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,55.97917696515411,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.5735393346764045
142,corneillet-baron-d-albikrac,fre001477,Tragedy,1657,8,0.9642857142857144,0.9642857142857144,1.0357142857142858,6.75,2.0,7.0,8,4,2,2,0,1.0,27.0,40,0,20426,19314,70,0,2287,0.06111111111111111,0.6993968531468532,0.2937740848676422,0.25,0.5,0.4517094017094016,3.0,0.9642857142857143,1.0,0.375,0.25,0.375,16.566194789496027,0.375,0.25,0.375,0.0017601481176525336,0.40824829046386296
143,corneillet-berenice,fre000361,Tragedy,1657,10,0.7330952380952381,0.5555555555555556,1.488888888888889,5.0,3.0,8.0,10,4,5,1,0,1.0,25.0,32,5,19147,18861,7,1,2080,0.029137529137529136,0.7824772512555318,0.2684707832451819,1.0,0.6,0.6424731182795699,2.0,0.625,0.8888888888888888,0.1,0.4,0.5,40.93618705921544,0.3,0.3,0.4,0.021500848520183254,0.8472222222222222
144,corneillet-berger-extravagant,fre000362,0,1652,13,0.8548562548562549,0.6794871794871795,1.3205128205128205,8.153846153846153,2.0,12.0,13,5,6,2,0,1.0,53.0,33,5,20604,20196,375,0,2086,0.09523809523809523,0.6983611626468769,0.3637829484259085,0.9393939393939394,0.46153846153846156,0.6094122023809524,3.0,0.6794871794871794,1.0,0.23076923076923078,0.38461538461538464,0.38461538461538464,27.000560473096698,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.009467376507001987,0.5619541364700432
145,corneillet-bradamante,fre000363,Tragedy,1695,7,0.7619047619047619,0.5714285714285714,1.4761904761904765,3.4285714285714284,3.0,5.0,7,4,3,0,0,1.0,12.0,27,5,12787,12268,12,0,1390,0.04761904761904761,0.8282312925170068,0.3714438488564363,0.2222222222222222,0.42857142857142855,0.5673076923076924,2.0,0.6857142857142857,0.8333333333333334,0.14285714285714285,0.42857142857142855,0.42857142857142855,44.41868785975929,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.011158972664100686,0.7222899958212344
146,corneillet-camma,fre000364,Tragedy,1661,7,0.8476190476190476,0.7619047619047619,1.238095238095238,4.571428571428571,2.0,6.0,7,3,3,1,0,1.0,16.0,27,5,20491,18874,52,0,2024,0.011904761904761904,0.9375,0.35287018237673173,0.48148148148148145,0.5714285714285714,0.5730769230769232,2.0,0.7619047619047619,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,56.40810624965236,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0035960453962067835,0.6645343026631947
147,corneillet-charme-de-la-voix,fre000365,Comedy,1653,8,0.9190476190476192,0.9285714285714286,1.0714285714285714,6.5,2.0,7.0,8,3,5,0,0,1.0,26.0,39,5,19907,18593,32,0,2048,0.011525695736222055,0.28887897532097123,0.11948236195025352,0.38461538461538464,0.75,0.5285087719298245,3.0,0.9285714285714286,1.0,0.375,0.25,0.375,25.49052417587162,0.375,0.25,0.375,0.002490314293409575,0.4472135954999579
148,corneillet-circe,fre000366,Tragedy,1677,39,0.8594328748174903,0.1700404858299595,1.8404255319148937,6.461538461538462,3.0,16.0,39,10,7,22,0,4.0,126.0,51,6,26332,24769,2091,0,3008,0.0761904761904762,0.75139146567718,0.35907150351119715,1.0,0.1794871794871795,0.6824285714285716,3.0,0.40384615384615385,0.42105263157894735,0.20512820512820512,0.46153846153846156,0.3333333333333333,49.13962547632419,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.03898259324661403,0.6842326890407423
149,corneillet-comte-d-essex,fre000367,Tragedy,1678,7,0.6952380952380952,0.6190476190476191,1.380952380952381,3.7142857142857135,2.0,6.0,7,1,4,2,0,1.0,13.0,24,5,15656,15090,30,0,1667,0.01944444444444444,0.8818181818181818,0.3099987620964587,0.4166666666666667,0.2857142857142857,0.6739130434782608,2.0,0.6190476190476191,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,55.62444903362352,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.011817515566118531,0.9733285267845753
150,corneillet-comtesse-orgueil,fre000368,Comedy,1653,10,0.9253968253968252,0.8444444444444444,1.1555555555555554,7.6,2.0,9.0,10,4,5,1,0,1.0,38.0,47,5,19922,19552,35,0,2368,0.07738095238095238,0.7131944444444445,0.3253342942643056,0.1702127659574468,0.6,0.5118530020703934,3.0,0.8444444444444444,1.0,0.3,0.2,0.5,15.016498368861226,0.3,0.3,0.4,0.002605013525303949,0.6274670949351677
151,corneillet-darius,fre000369,Tragedy,1659,8,0.625,0.5714285714285714,1.4642857142857142,4.0,3.0,6.0,8,3,5,0,0,1.0,16.0,27,5,18776,18549,20,1,2026,0.024242424242424242,0.8430764867930644,0.29268324135133406,0.2962962962962963,0.625,0.5974358974358973,2.0,0.6666666666666666,0.8571428571428571,0.375,0.25,0.375,49.49555419240115,0.375,0.25,0.375,0.0,0.7065417736802768
152,corneillet-dom-bertran-de-cigarral,fre000370,Comedy,1651,11,0.9111111111111112,0.7818181818181819,1.2181818181818185,7.818181818181818,2.0,10.0,11,3,6,2,0,1.0,43.0,43,5,20694,20275,186,2,2189,0.027777777777777776,0.854320987654321,0.3279264497682496,0.6744186046511628,0.36363636363636365,0.5674603174603176,3.0,0.7818181818181819,1.0,0.36363636363636365,0.2727272727272727,0.36363636363636365,17.040243298381935,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.002414554303514545,0.6316139407998892
153,corneillet-dom-cesar-d-avalos,fre000371,Comedy,1661,9,0.8809523809523809,0.8055555555555556,1.1944444444444444,6.444444444444445,2.0,8.0,9,2,7,0,0,1.0,29.0,34,5,19181,18857,39,5,2162,0.02222222222222222,0.863916083916084,0.31245469289054145,0.7352941176470589,0.7777777777777778,0.5124098124098124,3.0,0.8055555555555556,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,17.577153797691416,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0040601544579331765,0.6246950475544242
154,corneillet-engagements-du-hasard,fre000372,Comedy,1649,10,0.880952380952381,0.8222222222222222,1.1777777777777778,7.4,2.0,9.0,10,4,6,0,0,1.0,37.0,38,5,17850,17504,141,0,1960,0.03636363636363636,0.7753428788117783,0.289222725083122,0.3684210526315789,0.7,0.6503861003861005,3.0,0.8222222222222223,1.0,0.3,0.3,0.4,18.978107778345713,0.3,0.3,0.4,0.0027897759467838514,0.5330750239348189
155,corneillet-feint-astrologue,fre000373,Comedy,1648,11,0.850937950937951,0.6909090909090909,1.3272727272727274,6.909090909090909,3.0,9.0,11,4,6,1,0,1.0,38.0,47,5,20433,19152,132,0,2138,0.05049019607843138,0.5866624728458908,0.21490193679137612,0.425531914893617,0.45454545454545453,0.5975672877846793,3.0,0.7676767676767677,0.9,0.36363636363636365,0.2727272727272727,0.36363636363636365,24.68346962999142,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.0040899737611821965,0.8363096023064448
156,corneillet-festin-pierre,fre000374,Comedy,1677,17,0.8183581124757595,0.2573529411764705,1.7573529411764706,4.117647058823529,3.0,15.0,17,6,10,1,0,1.0,35.0,35,5,21582,20995,182,0,2403,0.019841269841269837,0.8955365622032289,0.32735361195268226,0.9714285714285714,0.23529411764705882,0.49754901960784315,3.0,0.2745098039215686,0.9375,0.23529411764705882,0.35294117647058826,0.4117647058823529,28.817610926593662,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.007076213844326217,0.7909990010515645
157,corneillet-galant-double,fre000375,Comedy,1659,9,0.9404761904761904,0.8611111111111112,1.1388888888888888,6.888888888888889,2.0,8.0,9,4,4,1,0,1.0,31.0,34,5,19696,19396,5,0,2127,0.05494505494505495,0.6093824413107575,0.23076145642379636,0.7058823529411765,0.8888888888888888,0.495959595959596,3.0,0.8611111111111112,1.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,25.64775129871732,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.00632455340084354,0.5773502691896258
158,corneillet-geolier-de-sois-meme,fre000376,Comedy,1655,15,0.6635978835978836,0.4095238095238095,1.7142857142857142,5.733333333333333,3.0,10.0,15,4,7,4,0,1.0,43.0,33,5,18938,18612,68,1,2042,0.06293706293706294,0.6109786696593079,0.25252304422399885,0.9696969696969697,0.3333333333333333,0.61875,3.0,0.5733333333333334,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.3333333333333333,27.310098468148055,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.010598920990130664,0.6523090834576523
159,corneillet-illustres-ennemis,fre000377,Comedy,1655,13,0.5684981684981685,0.3974358974358974,1.6923076923076923,4.769230769230769,3.0,9.0,13,4,7,2,0,1.0,31.0,37,5,20925,19475,10,0,2157,0.01466275659824047,0.4368584468065049,0.1424413392682137,0.5945945945945946,0.38461538461538464,0.6199074074074074,2.0,0.5299145299145299,0.75,0.3076923076923077,0.23076923076923078,0.46153846153846156,25.402553448677285,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.016749194451840733,0.7190028188771443
160,corneillet-inconnu,fre000378,Comedy,1675,33,0.8369246255307636,0.2727272727272727,1.6557377049180328,8.727272727272727,3.0,25.0,33,5,8,20,0,2.0,144.0,40,6,21421,20341,1260,2,2308,0.07142857142857142,0.6978543605994586,0.3074171939661992,0.975,0.24242424242424243,0.5870065120065123,4.0,0.34909090909090906,0.78125,0.2727272727272727,0.30303030303030304,0.42424242424242425,30.488365875638475,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.018383740375996747,0.7620604398066149
161,corneillet-laodice,fre000379,Tragedy,1668,9,0.744973544973545,0.5555555555555556,1.5,4.444444444444445,3.0,7.0,9,4,5,0,0,1.0,20.0,28,0,17109,16530,13,0,1804,0.07222222222222222,0.6650498572634795,0.28960400465847336,0.75,0.3333333333333333,0.571604938271605,2.0,0.634920634920635,0.875,0.3333333333333333,0.3333333333333333,0.3333333333333333,45.844040427911395,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.019219218600284554,0.7089175569585667
162,corneillet-maximian,fre000380,Tragedy,1662,10,0.6238095238095238,0.5111111111111111,1.5777777777777775,4.6,3.0,7.0,10,4,6,0,0,1.0,23.0,30,5,18713,18456,13,0,2035,0.03166481275491286,0.5344357803907936,0.15628958058344378,0.3,0.5,0.5770114942528736,3.0,0.6571428571428571,0.7777777777777778,0.2,0.4,0.4,50.40316597653554,0.3,0.3,0.4,0.02378167788507874,0.6839268276005929
163,corneillet-medee,fre000381,0,1693,31,0.8653135037006005,0.2387096774193548,1.918279569892473,7.161290322580645,3.0,25.0,31,6,4,21,0,1.0,111.0,36,6,9745,9250,580,0,1167,0.05952380952380952,0.73584106525283,0.3159725805244631,0.7222222222222222,0.06451612903225806,0.7243867243867246,3.0,0.2864516129032258,0.8333333333333334,0.2903225806451613,0.0967741935483871,0.6129032258064516,37.45714473766752,0.2903225806451613,0.3548387096774194,0.3548387096774194,0.02385682607538455,0.9240962909097535
164,corneillet-mort-annibal,fre000382,Tragedy,1669,9,0.7566137566137567,0.6388888888888888,1.4166666666666667,5.111111111111111,3.0,7.0,9,2,7,0,0,1.0,23.0,36,5,18087,17808,11,0,2010,0.10714285714285714,0.6340945512820513,0.32952927871388565,0.5277777777777778,0.4444444444444444,0.5966666666666666,2.0,0.7301587301587301,0.875,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.69543576955858,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.015326918299277585,0.8346750651930225
165,corneillet-mort-d-achille,fre000383,Tragedy,1673,8,0.6125,0.4642857142857143,1.6428571428571428,3.25,3.0,6.0,8,4,4,0,0,1.0,13.0,25,5,16306,16103,9,0,1781,0.05952380952380952,0.759375,0.3382996746002971,0.76,0.375,0.6145833333333334,2.0,0.5416666666666666,0.8571428571428571,0.375,0.25,0.375,63.363063960762176,0.375,0.25,0.375,0.008758420620084225,0.7996127381260576
166,corneillet-mort-empereur-commode,fre000384,Tragedy,1657,8,0.8363095238095238,0.6428571428571429,1.3571428571428572,4.5,2.0,7.0,8,4,4,0,0,1.0,18.0,32,5,18400,18130,14,0,1987,0.059523809523809514,0.7663825757575757,0.3411075083750028,0.28125,0.5,0.6580645161290322,2.0,0.6428571428571429,1.0,0.375,0.25,0.375,49.291350047286926,0.375,0.25,0.375,0.0128231576658749,0.9035253315161441
167,corneillet-persee-demetrius,fre000385,Tragedy,1662,8,0.8392857142857142,0.6428571428571429,1.3571428571428572,4.5,2.0,7.0,8,2,6,0,0,1.0,18.0,31,5,19746,19505,3,0,2141,0.04365079365079365,0.7918328584995252,0.31568329033360615,0.1935483870967742,0.25,0.6194444444444444,2.0,0.6428571428571429,1.0,0.375,0.25,0.375,68.17118978691559,0.375,0.25,0.375,0.006084521188139824,0.6804138174397717
168,corneillet-pyrrhus,fre000386,Tragedy,1661,9,0.8029100529100528,0.6944444444444444,1.3055555555555556,5.555555555555555,2.0,8.0,9,4,5,0,0,1.0,25.0,27,5,19497,19233,31,0,2121,0.05952380952380952,0.7280521947188614,0.3166089953160675,0.25925925925925924,0.6666666666666666,0.531959706959707,3.0,0.6944444444444444,1.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,44.60660258421465,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.004606461598754518,0.975342893301088
169,corneillet-stlicon,fre000387,Tragedy,1660,9,0.7767195767195767,0.6111111111111112,1.4166666666666667,4.888888888888889,3.0,7.0,9,4,4,1,0,1.0,22.0,31,5,20863,19154,9,0,2127,0.11904761904761904,0.6073232323232323,0.32568504474054544,0.3225806451612903,0.2222222222222222,0.5766666666666667,2.0,0.6984126984126985,0.875,0.3333333333333333,0.3333333333333333,0.3333333333333333,51.64037956597437,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.007767831522359969,0.7183893730056329
170,corneillet-theodat,fre000388,Tragedy,1672,8,0.6833333333333333,0.4285714285714285,1.7142857142857142,3.0,3.0,5.0,8,4,4,0,0,1.0,12.0,28,5,17577,16843,0,0,1858,0.05606060606060606,0.6669875141914615,0.26993617747018367,0.5,0.375,0.5524691358024691,2.0,0.6,0.7142857142857143,0.25,0.375,0.375,49.39419982140143,0.375,0.25,0.375,0.009362114854202925,0.7715167498104596
171,corneillet-timocrate,fre000389,Tragedy,1656,12,0.8105820105820105,0.5,1.5606060606060606,5.5,3.0,10.0,12,3,6,3,0,1.0,33.0,30,0,20909,18575,20,0,2059,0.13095238095238093,0.5894097222222222,0.3171921290129831,1.0,0.4166666666666667,0.5908045977011495,3.0,0.55,0.9090909090909091,0.08333333333333333,0.5833333333333334,0.3333333333333333,52.27212971698702,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.006461404350829811,0.7277096178373982
