,name,language,normalizedGenre,yearNormalized,size,averageClustering,density,averagePathLength,averageDegree,diameter,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,numEdges,numOfSegments,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL,all-in_index,final_scene_size,drama_change_rate,protagonism,mediateness
37,dekker-the-noble-spanish-soldier,ENG,Tragedy,1622.0,20.0,0.940578775369797,0.8947368421052632,1.105263157894737,17.0,2.0,19.0,20.0,2.0,18.0,0.0,0.0,1.0,170.0,14.0,5.0,15647.0,14954.0,435.0,139.0,1579.0,0.8571428571428571,0.85,0.8709427450377678,0.010476596675563637,0.6145098677990269
38,della-porta-carbonaria,ITA,Comedy,1601.0,12.0,0.8237433862433864,0.6363636363636364,1.393939393939394,7.0,3.0,10.0,12.0,1.0,11.0,0.0,0.0,1.0,42.0,38.0,5.0,28536.0,28279.0,127.0,1212.0,0.0,0.868421052631579,0.4166666666666667,0.6569498069498071,0.055569830378972465,0.6379569630172666
39,denham-the-sophy,ENG,Tragedy,1642.0,22.0,0.8704047430194349,0.7056277056277056,1.2943722943722944,14.818181818181818,2.0,21.0,22.0,2.0,19.0,0.0,0.0,1.0,163.0,6.0,5.0,19621.0,19105.0,381.0,0.0,2414.0,1.0,0.6363636363636364,0.5990384615384615,0.009848777825387692,0.7438246267462074
40,diamante-hercules-ocana,ESP,0,1670.0,39.0,0.8737149326515843,0.2645074224021592,1.736842105263158,10.051282051282053,3.0,37.0,39.0,6.0,23.0,10.0,0.0,1.0,196.0,17.0,3.0,16625.0,16143.0,717.0,0.0,3365.0,0.9411764705882353,0.20512820512820512,0.7660790598290598,0.008172979710119046,0.9591027449298781
41,dolce-marianna,ITA,Tragedy,1565.0,15.0,0.7168294668294668,0.3333333333333333,1.6857142857142855,4.666666666666667,3.0,13.0,17.0,5.0,11.0,1.0,0.0,1.0,35.0,23.0,5.0,23356.0,21966.0,66.0,0.0,3092.0,0.9130434782608695,0.06666666666666667,0.6840367965367965,0.007714070878297412,0.6785864585453446
42,du-ryer-clitophon,FRE,Tragicomedy,1629.0,25.0,0.6735917415917414,0.22,2.1566666666666667,5.28,5.0,16.0,25.0,4.0,18.0,3.0,0.0,1.0,66.0,58.0,0.0,17667.0,17064.0,0.0,0.0,1968.0,0.9310344827586207,0.24,0.682873851294904,0.007714070878297412,0.6785864585453446
43,duffett-the-mock-tempest,ENG,0,1675.0,31.0,0.9403146353090736,0.535483870967742,1.464516129032258,16.06451612903226,2.0,30.0,33.0,12.0,13.0,8.0,0.0,1.0,249.0,11.0,5.0,18179.0,16353.0,1020.0,636.0,457.0,1.0,0.6129032258064516,0.8994736842105263,0.00992733011855255,0.5938159750934454
44,fane-the-sacrifice,ENG,0,1687.0,20.0,0.9194399554693676,0.8,1.2,15.2,2.0,19.0,20.0,3.0,16.0,1.0,0.0,1.0,152.0,5.0,0.0,21632.0,19171.0,585.0,12.0,2266.0,1.0,0.35,0.4709224598930481,0.030393382860068176,0.4142435537489291
45,feinde-verwirrte-haus-jacob,GER,0,1703.0,19.0,0.7284221626326889,0.3567251461988304,1.8538011695906436,6.421052631578948,4.0,14.0,19.0,2.0,17.0,0.0,0.0,1.0,61.0,32.0,3.0,13948.0,13121.0,877.0,636.0,0.0,0.9375,0.3157894736842105,0.7703649397197784,0.01232644542868,0.7184313833069957
46,fiorillo-la-lucilla-costante,ITA,Comedy,1609.0,12.0,1.0,1.0,1.0,11.0,1.0,11.0,12.0,3.0,9.0,0.0,0.0,1.0,66.0,79.0,5.0,37664.0,36152.0,443.0,1477.0,70.0,0.9746835443037974,0.25,0.5947547822547822,0.021502014776046473,0.9465041752125097
47,fletcher-a-wife-for-a-month,ENG,Tragicomedy,1624.0,32.0,0.8835482523142248,0.6532258064516129,1.346774193548387,20.25,2.0,31.0,32.0,7.0,24.0,0.0,0.0,1.0,324.0,5.0,4.0,23113.0,22618.0,376.0,27.0,2653.0,1.0,0.59375,0.6087885154061625,0.029723514824123453,0.703395273441564
48,frischlin-fraw-wendelgard,GER,Comedy,1579.0,8.0,0.8559523809523809,0.6428571428571429,1.3571428571428572,4.5,2.0,7.0,8.0,2.0,6.0,0.0,0.0,1.0,18.0,15.0,5.0,10884.0,9306.0,43.0,0.0,1474.0,0.6666666666666666,0.5,0.7892857142857144,0.016353443627271157,0.7045382773075165
49,fulwel-like-will-to-like,ENG,0,1568.0,15.0,0.9022177822177824,0.780952380952381,1.2190476190476192,10.933333333333334,2.0,14.0,15.0,0.0,10.0,5.0,0.0,1.0,82.0,3.0,0.0,13007.0,11877.0,580.0,124.0,1081.0,1.0,0.7333333333333333,0.8365384615384616,0.007200494719717619,0.4765100454166442
50,garnier-bradamante,FRE,Tragicomedy,1582.0,16.0,0.676722582972583,0.3416666666666667,1.723809523809524,5.125,3.0,11.0,16.0,2.0,11.0,3.0,0.0,2.0,41.0,24.0,0.0,19284.0,17760.0,0.0,0.0,2015.0,0.9583333333333334,0.375,0.8887163561076604,0.03263315982974198,0.7558569632350522
51,garnier-hippolyte,FRE,Tragedy,1573.0,8.0,0.7166666666666667,0.5357142857142857,1.2857142857142858,3.75,2.0,6.0,8.0,3.0,5.0,0.0,0.0,2.0,15.0,9.0,5.0,19323.0,19291.0,17.0,0.0,2508.0,0.8888888888888888,0.375,0.48124999999999996,0.0,0.0
52,gascoigne-the-glass-of-government,ENG,Tragedy,1575.0,18.0,0.701948976948977,0.477124183006536,1.5073529411764706,8.11111111111111,3.0,13.0,18.0,3.0,15.0,0.0,0.0,2.0,73.0,37.0,5.0,29677.0,26245.0,326.0,427.0,287.0,0.8648648648648649,0.2222222222222222,0.8544973544973545,0.009124309568727259,0.388375990869655
53,gigli-i-litiganti,ITA,Comedy,1695.0,13.0,0.8035409035409037,0.6923076923076923,1.3333333333333333,8.307692307692308,3.0,10.0,13.0,3.0,10.0,0.0,0.0,1.0,54.0,47.0,3.0,23326.0,22918.0,640.0,1195.0,52.0,0.6595744680851063,0.6153846153846154,0.5919513457556935,0.011153764957121875,0.7035264706814485
54,gigli-pazzo-guarisce,ITA,Comedy,1687.0,10.0,1.0,1.0,1.0,9.0,1.0,9.0,10.0,2.0,8.0,0.0,0.0,1.0,45.0,52.0,3.0,21953.0,21183.0,985.0,1306.0,8.0,0.3076923076923077,1.0,0.707516339869281,0.016433771979180365,0.7943705751199798
55,gilbert-telephonte,FRE,Tragicomedy,1645.0,12.0,0.6027777777777777,0.303030303030303,2.1515151515151514,3.333333333333333,4.0,6.0,12.0,4.0,3.0,5.0,0.0,1.0,20.0,22.0,5.0,14738.0,14374.0,0.0,0.0,1642.0,0.8181818181818182,0.16666666666666666,0.7444444444444445,0.029070560480072328,0.7908365845570863
56,giusti-irene,ITA,Tragedy,1579.0,12.0,0.7759559884559885,0.5909090909090909,1.4090909090909092,6.5,2.0,11.0,12.0,4.0,8.0,0.0,0.0,1.0,39.0,5.0,5.0,14572.0,14465.0,61.0,0.0,2122.0,1.0,0.4166666666666667,0.7226190476190476,0.017764488841450973,0.6735753140545634
57,graziani-cromuele,ITA,Tragedy,1671.0,14.0,0.7286281179138322,0.4395604395604395,1.6703296703296704,5.714285714285714,3.0,10.0,14.0,5.0,9.0,0.0,0.0,1.0,40.0,50.0,5.0,32370.0,31961.0,175.0,0.0,5074.0,0.96,0.21428571428571427,0.680612244897959,0.005836696181453398,0.7169910305921914
58,gryphius-absurda-comica-oder-herr-peter-squentz,GER,Comedy,1658.0,14.0,0.935897435897436,0.8461538461538461,1.1538461538461535,11.0,2.0,13.0,14.0,3.0,11.0,0.0,0.0,1.0,77.0,3.0,3.0,9535.0,9162.0,562.0,266.0,476.0,1.0,0.8571428571428571,0.7462121212121212,0.01743984151298735,0.6108044084313122
59,gryphius-cardenio-und-celinde,GER,Tragedy,1657.0,17.0,0.8663042839513428,0.5735294117647058,1.4411764705882353,9.176470588235292,3.0,15.0,17.0,3.0,11.0,3.0,0.0,1.0,78.0,5.0,5.0,19774.0,17542.0,214.0,0.0,2069.0,0.8,0.35294117647058826,0.8516483516483517,0.0,0.0
60,guarini-la-idropica,ITA,Comedy,1584.0,18.0,0.6792667209333876,0.3594771241830065,1.712418300653595,6.111111111111111,3.0,13.0,18.0,5.0,13.0,0.0,0.0,1.0,55.0,50.0,5.0,37324.0,35743.0,149.0,1460.0,17.0,0.74,0.2777777777777778,0.7231292517006805,0.020568657145235272,0.6998616435278829
61,guidi-endimione,ITA,0,1691.0,5.0,0.9,0.9,1.1,3.6,2.0,4.0,5.0,2.0,2.0,1.0,0.0,1.0,9.0,5.0,5.0,8005.0,6981.0,0.0,0.0,1215.0,0.6,0.8,0.2625,0.0069898576461937855,0.919588109198052
62,hallmann-liberata,GER,Tragedy,1699.0,24.0,0.4739087301587301,0.1775362318840579,2.104761904761905,4.083333333333333,4.0,14.0,24.0,6.0,12.0,6.0,0.0,4.0,49.0,59.0,5.0,21393.0,18108.0,651.0,88.0,2108.0,1.0,0.08333333333333333,0.758456486042693,0.01871082772138208,0.816426182746866
63,hallmann-sophia,GER,Tragedy,1671.0,72.0,0.9200186117993022,0.1564945226917058,1.948015122873346,11.11111111111111,4.0,26.0,72.0,13.0,32.0,26.0,0.0,5.0,400.0,26.0,5.0,21906.0,19170.0,781.0,0.0,2247.0,1.0,0.19444444444444445,0.7811605431605431,0.003786024042142377,0.44721359549995787
64,hardy-meleagre,FRE,Tragedy,1604.0,19.0,0.8199376646745067,0.3567251461988304,1.8011695906432748,6.421052631578948,4.0,14.0,19.0,3.0,10.0,6.0,0.0,1.0,61.0,12.0,0.0,10989.0,10563.0,44.0,0.0,1257.0,0.8333333333333334,0.15789473684210525,0.8316017316017316,0.01834685666182936,0.7166049459281606
65,hayneccius-hans-pfriem,GER,0,1582.0,14.0,0.7518552875695733,0.3186813186813186,1.78021978021978,4.142857142857143,3.0,11.0,14.0,3.0,11.0,0.0,0.0,1.0,29.0,26.0,5.0,19883.0,16120.0,82.0,272.0,2234.0,0.9230769230769231,0.21428571428571427,0.6126666666666665,0.008349421906973378,0.7872923960806538
66,hollonius-somnium-vitae-humanae,GER,Comedy,1605.0,48.0,0.730718231322914,0.1746453900709219,2.417553191489361,8.208333333333334,5.0,19.0,48.0,3.0,45.0,0.0,0.0,1.0,197.0,24.0,5.0,12655.0,8966.0,356.0,0.0,1414.0,0.9166666666666666,0.0625,0.9214270029487421,0.0,0.5773502691896257
67,jonson-every-man-out-of-his-humour,ENG,Comedy,1599.0,36.0,1.0,1.0,1.0,35.0,1.0,35.0,36.0,3.0,32.0,1.0,0.0,1.0,630.0,18.0,5.0,41815.0,38883.0,767.0,1465.0,730.0,0.05555555555555556,0.08333333333333333,0.6749671896730721,0.02976313263332425,0.7652731310788057
68,krueger-anfang-ende-welt,GER,0,1580.0,50.0,0.7993152940596744,0.1746938775510204,2.2816326530612243,8.56,4.0,23.0,50.0,5.0,37.0,8.0,0.0,1.0,214.0,25.0,6.0,20192.0,18339.0,807.0,0.0,2922.0,0.96,0.04,0.8849076849076849,0.036060542260642994,0.7001679217755375
69,la-segunda-esposa,ESP,0,1648.0,13.0,1.0,1.0,1.0,12.0,1.0,12.0,13.0,5.0,8.0,0.0,0.0,1.0,78.0,1.0,1.0,8366.0,7813.0,779.0,0.0,1566.0,0.96,0.04,0.8849076849076849,0.015267368280816646,0.8455709531551487
70,la-vida-es-sueno,ESP,0,1636.0,13.0,1.0,1.0,1.0,12.0,1.0,12.0,13.0,2.0,12.0,0.0,0.0,1.0,78.0,3.0,3.0,17433.0,17043.0,442.0,0.0,3455.0,1.0,1.0,0.3038461538461539,0.010046975116448233,0.8843990096314478
71,lafont-naufrage,FRE,Comedy,1710.0,11.0,0.7935786435786436,0.5636363636363636,1.490909090909091,5.636363636363637,3.0,9.0,11.0,3.0,5.0,3.0,0.0,1.0,31.0,15.0,1.0,5763.0,5112.0,431.0,1.0,564.0,1.0,0.5454545454545454,0.5555555555555556,0.02773176393205187,0.6410269288624215
72,lagrange-chancel-amasis,FRE,Tragedy,1701.0,10.0,0.6128571428571428,0.4666666666666667,1.6222222222222222,4.2,3.0,7.0,10.0,2.0,5.0,3.0,0.0,1.0,21.0,39.0,5.0,14306.0,13694.0,23.0,0.0,1553.0,0.8461538461538461,0.3,0.6285087719298246,0.02773176393205187,0.6410269288624215
73,lohenstein-epicharis,GER,Tragedy,1665.0,59.0,0.8138015195820018,0.2472238457042665,1.6551383399209487,14.33898305084746,3.0,36.0,59.0,5.0,41.0,13.0,0.0,5.0,423.0,28.0,5.0,34810.0,33009.0,425.0,0.0,3878.0,1.0,0.1864406779661017,0.8768646320578688,0.021762389944540148,0.6141744959368032
74,lohenstein-ibrahim,GER,Tragedy,1665.0,22.0,0.7888888888888889,0.1991341991341991,1.511904761904762,4.181818181818182,3.0,10.0,22.0,2.0,9.0,11.0,0.0,4.0,46.0,24.0,5.0,20693.0,16867.0,237.0,157.0,1914.0,0.9166666666666666,0.09090909090909091,0.7800207039337476,0.0,0.0
75,lope-galan-gastrucho,ESP,0,1598.0,17.0,0.9180025856496444,0.8676470588235294,1.1323529411764706,13.882352941176473,2.0,16.0,17.0,3.0,14.0,0.0,0.0,1.0,118.0,3.0,3.0,17106.0,16505.0,528.0,0.0,3215.0,1.0,0.6470588235294118,0.36160714285714285,0.0,0.0
76,lope-perseguido,ESP,0,1590.0,19.0,0.8813171692428658,0.672514619883041,1.327485380116959,12.105263157894736,2.0,18.0,19.0,3.0,16.0,0.0,0.0,1.0,115.0,3.0,3.0,20573.0,20228.0,334.0,0.0,3861.0,1.0,0.5263157894736842,0.6294642857142857,0.009518523470828188,0.6459991058879301
77,lope-viuda-valenciana,ESP,Comedy,1595.0,15.0,0.9320457320457324,0.9047619047619048,1.0952380952380951,12.666666666666666,2.0,14.0,15.0,3.0,12.0,0.0,0.0,1.0,95.0,3.0,3.0,16756.0,16341.0,426.0,0.0,3161.0,1.0,0.7333333333333333,0.29395604395604397,0.012949381183202232,0.668243340868282
78,maldonado-costante-mujer,ESP,Comedy,1658.0,8.0,1.0,1.0,1.0,7.0,1.0,7.0,8.0,4.0,4.0,0.0,0.0,1.0,28.0,3.0,3.0,11099.0,10884.0,274.0,0.0,2078.0,1.0,1.0,0.19642857142857142,0.015416101917702239,0.6701205581033275
79,marlowe-dr-faustus,ENG,Tragedy,1588.0,32.0,0.876771978021978,0.2681451612903225,1.7903225806451613,8.3125,3.0,27.0,32.0,1.0,21.0,10.0,0.0,1.0,133.0,14.0,0.0,12343.0,11937.0,426.0,292.0,774.0,0.8571428571428571,0.0625,0.878846153846154,0.021257916409212943,0.9009046625808017
80,matos-hidalgo-mancha,ESP,Comedy,1673.0,27.0,0.8927414885309622,0.7492877492877493,1.2507122507122508,19.48148148148148,2.0,26.0,27.0,6.0,19.0,1.0,0.0,1.0,263.0,3.0,3.0,16969.0,16150.0,973.0,0.0,3328.0,1.0,0.5185185185185185,0.5227743271221532,0.011859531919612443,0.35578800895576973
81,matthieu-aman,FRE,0,1589.0,8.0,0.7785714285714285,0.5714285714285714,1.4285714285714286,4.0,2.0,7.0,8.0,2.0,5.0,1.0,0.0,1.0,16.0,15.0,5.0,28727.0,27471.0,1221.0,0.0,3695.0,0.6,0.25,0.6952380952380952,0.011500523360010501,0.43928055949306705
82,memmolo-susanna,ITA,Tragedy,1632.0,13.0,0.6249084249084249,0.3333333333333333,2.0128205128205128,4.0,4.0,8.0,13.0,2.0,9.0,2.0,0.0,1.0,26.0,19.0,5.0,18689.0,17965.0,49.0,0.0,2783.0,1.0,0.3076923076923077,0.7388888888888889,0.0,0.33271034452174014
83,mitternacht-unglueckselige-soldat,GER,Tragedy,1662.0,59.0,0.7977251394728936,0.1122150789012273,2.661654135338346,6.508474576271187,5.0,24.0,59.0,4.0,48.0,7.0,0.0,3.0,192.0,32.0,5.0,26529.0,22617.0,761.0,255.0,179.0,1.0,0.1016949152542373,0.8499822757887275,0.0,0.0
84,moliere-sganarelle,FRE,Comedy,1660.0,9.0,0.6206349206349207,0.5,1.5277777777777777,4.0,3.0,7.0,9.0,1.0,6.0,2.0,0.0,1.0,18.0,24.0,1.0,13090.0,7614.0,4617.0,0.0,714.0,1.0,0.4444444444444444,0.608695652173913,0.023708329024020425,0.7238739586522471
85,montchretien-carthaginoise,FRE,Tragedy,1601.0,10.0,0.738095238095238,0.4666666666666667,1.4166666666666667,4.2,2.0,7.0,10.0,5.0,4.0,1.0,0.0,2.0,21.0,6.0,5.0,17111.0,16755.0,0.0,0.0,1827.0,1.0,0.4,0.8342857142857143,0.015105643167931424,0.3264573013964547
86,montenegro-toma-buda,ESP,0,1687.0,38.0,0.8123839979204981,0.3172119487908961,1.9943100995732572,11.736842105263158,4.0,22.0,38.0,1.0,15.0,22.0,0.0,1.0,223.0,15.0,1.0,13298.0,12504.0,873.0,2.0,2620.0,1.0,0.3157894736842105,0.9666241496598639,0.004489270945981505,0.9537904649737313
87,monteser-caballero-olmedo,ESP,Tragedy,1621.0,11.0,1.0,1.0,1.0,10.0,1.0,10.0,11.0,2.0,7.0,2.0,0.0,1.0,55.0,3.0,3.0,11219.0,10914.0,281.0,0.0,2031.0,1.0,1.0,0.22727272727272727,0.009700942285361757,0.6634606645630501
88,moreto-desden-con-desden,ESP,Comedy,1654.0,11.0,0.9676767676767678,0.9636363636363636,1.0363636363636364,9.636363636363637,2.0,10.0,11.0,5.0,6.0,0.0,0.0,1.0,53.0,3.0,3.0,16266.0,15900.0,430.0,0.0,3135.0,0.6666666666666666,0.8181818181818182,0.2727272727272727,0.01870046076618815,0.7474196137671789
89,moreto-lindo-don-diego,ESP,Comedy,1662.0,8.0,1.0,1.0,1.0,7.0,1.0,7.0,8.0,4.0,7.0,0.0,0.0,1.0,28.0,5.0,1.0,6300.0,6197.0,223.0,0.0,1087.0,0.6,1.0,0.5848214285714286,0.020544871376839382,0.7058974305816029
90,motteux-beauty-in-distress,ENG,0,1698.0,19.0,0.9339525283797732,0.8947368421052632,1.105263157894737,16.105263157894736,2.0,18.0,22.0,6.0,15.0,1.0,0.0,1.0,153.0,5.0,5.0,34013.0,20676.0,1384.0,0.0,2286.0,1.0,0.8421052631578947,0.4932081807081807,0.01208709384582881,0.6727728709925944
91,murer-absolom,GER,0,1565.0,83.0,0.8523458097364638,0.1913017925359976,1.9770790478989129,15.686746987951809,3.0,62.0,83.0,7.0,72.0,4.0,0.0,1.0,651.0,21.0,5.0,19217.0,17918.0,1438.0,1.0,2578.0,1.0,0.2289156626506024,0.9143769753638177,0.02060697147407838,0.5982734441630198
92,murer-esther,GER,0,1567.0,24.0,0.8420249369939774,0.6268115942028986,1.4057971014492754,14.416666666666666,3.0,22.0,24.0,3.0,21.0,0.0,0.0,1.0,173.0,7.0,6.0,9295.0,8436.0,1200.0,4.0,1247.0,0.8571428571428571,0.125,0.785957317536265,0.0,0.0
93,nabbes-the-unfortunate-mother,ENG,Tragedy,1639.0,14.0,0.9798534798534798,0.978021978021978,1.021978021978022,12.714285714285714,2.0,13.0,14.0,3.0,10.0,1.0,0.0,1.0,89.0,5.0,5.0,15033.0,14129.0,277.0,0.0,2073.0,0.6,0.6428571428571429,0.44047619047619047,0.0,0.35355339059327373
94,nolfi-romilda,ITA,Tragedy,1643.0,15.0,0.655911495911496,0.3809523809523809,1.6703296703296704,5.333333333333333,3.0,11.0,15.0,2.0,12.0,1.0,0.0,2.0,40.0,29.0,5.0,15799.0,15586.0,77.0,0.0,2276.0,0.9655172413793104,0.2,0.7561224489795918,0.0,0.0
95,norton-sackville-gorboduc,ENG,Tragedy,1562.0,18.0,0.7781866281866283,0.326797385620915,1.5360824742268042,5.555555555555555,3.0,12.0,18.0,2.0,16.0,0.0,0.0,2.0,50.0,9.0,5.0,15802.0,14366.0,39.0,0.0,1780.0,1.0,0.3333333333333333,0.8848214285714286,0.0,0.0
96,opitz-judith,GER,0,1635.0,21.0,0.6947816733531019,0.2238095238095238,2.1809523809523808,4.476190476190476,4.0,13.0,21.0,2.0,17.0,2.0,0.0,1.0,47.0,15.0,3.0,5262.0,3938.0,9.0,0.0,621.0,1.0,0.14285714285714285,0.8100340136054422,0.02001970029753346,0.8873222572741908
97,oransi-rosina,ITA,Comedy,1652.0,13.0,0.9445998445998446,0.6538461538461539,1.3461538461538465,7.846153846153846,2.0,12.0,13.0,2.0,11.0,0.0,0.0,1.0,51.0,40.0,3.0,24975.0,24738.0,131.0,734.0,0.0,0.175,0.23076923076923078,0.7237281237281237,0.02219852176450954,0.548279264387573
98,peele-the-love-of-david-and-fair-bathsheba,ENG,Tragedy,1590.0,30.0,0.8117217188269821,0.328735632183908,1.696551724137931,9.533333333333331,3.0,26.0,30.0,5.0,25.0,0.0,0.0,1.0,143.0,18.0,0.0,15738.0,15135.0,523.0,0.0,1896.0,1.0,0.3,0.8477102962397081,0.0,0.30151134457776363
99,pix-ibrahim-the-thirteenth-emperor-of-the-turks,ENG,0,1696.0,15.0,0.8884959484959485,0.7714285714285715,1.2285714285714286,10.8,2.0,14.0,15.0,4.0,11.0,0.0,0.0,1.0,81.0,6.0,5.0,13804.0,12475.0,462.0,0.0,1720.0,1.0,0.6666666666666666,0.6632467532467532,0.009173047017809051,0.7084290185583211
100,porter-the-carnival,ENG,0,1664.0,22.0,0.9096015439668692,0.8354978354978355,1.1645021645021645,17.545454545454547,2.0,21.0,22.0,5.0,17.0,0.0,0.0,1.0,193.0,7.0,5.0,17371.0,16291.0,800.0,357.0,1822.0,0.8571428571428571,0.36363636363636365,0.5620584266095102,0.009173047017809051,0.7084290185583211
101,racine-thebaide-64,FRE,Tragedy,1664.0,9.0,0.8441798941798941,0.6944444444444444,1.3055555555555556,5.555555555555555,2.0,8.0,9.0,3.0,5.0,1.0,0.0,1.0,25.0,25.0,5.0,15842.0,15289.0,24.0,0.0,1693.0,0.6,0.2222222222222222,0.5936507936507935,0.02234157074357218,0.8757929427989886
102,ravenscroft-dame-dobson,ENG,0,1684.0,19.0,0.9355779153766768,0.7894736842105263,1.2105263157894737,14.210526315789474,2.0,18.0,19.0,12.0,7.0,0.0,0.0,1.0,135.0,29.0,5.0,35582.0,34162.0,1055.0,1446.0,2.0,1.0,0.8421052631578947,0.637372448979592,0.011981910542576303,0.9892599625979525
103,regnard-serenade,FRE,Comedy,1694.0,11.0,0.8747474747474747,0.5454545454545454,1.4545454545454546,5.454545454545454,2.0,10.0,11.0,2.0,5.0,4.0,0.0,1.0,30.0,27.0,1.0,8141.0,7923.0,103.0,387.0,17.0,0.9629629629629629,0.36363636363636365,0.5428571428571428,0.013074804522404268,0.8292399781581979
104,reuter-der-ehrlichen-frau-schlampampe-krankheit-und-tod,GER,Comedy,1696.0,16.0,0.8977564102564102,0.6166666666666667,1.3833333333333333,9.25,2.0,15.0,16.0,5.0,11.0,0.0,0.0,1.0,74.0,38.0,3.0,14600.0,14224.0,543.0,718.0,4.0,1.0,0.5,0.7231981981981982,0.013074804522404268,0.8292399781581979
105,riccoboni-tito-manlio,ITA,Tragedy,1707.0,10.0,0.6842857142857144,0.5555555555555556,1.511111111111111,5.0,3.0,8.0,10.0,2.0,7.0,1.0,0.0,1.0,25.0,45.0,3.0,16492.0,16212.0,140.0,508.0,0.0,0.9111111111111111,0.3,0.6749999999999999,0.0032618603242538413,0.3729647840815278
106,rinckart-eislebische-ritter,GER,0,1613.0,27.0,0.7357884629552717,0.3361823361823361,1.6837606837606838,8.74074074074074,3.0,24.0,27.0,2.0,25.0,0.0,0.0,1.0,118.0,39.0,5.0,19350.0,16246.0,2996.0,1.0,2457.0,0.9743589743589743,0.18518518518518517,0.8858709273182958,0.0,0.8827796145091925
107,rist-irenaromachia,GER,Tragicomedy,1630.0,15.0,1.0,0.4857142857142857,1.0,6.8,1.0,8.0,15.0,4.0,11.0,0.0,0.0,2.0,51.0,3.0,3.0,11412.0,9458.0,385.0,158.0,179.0,1.0,0.4,0.7777777777777778,0.006914951172014986,0.5193314709516775
108,rist-perseus,GER,Tragedy,1634.0,16.0,0.8264312076812077,0.6083333333333333,1.4,9.125,3.0,14.0,16.0,2.0,14.0,0.0,0.0,1.0,73.0,24.0,3.0,38263.0,35576.0,2478.0,403.0,99.0,0.9166666666666666,0.25,0.8951455549281637,0.0032341670889993977,0.7064937712913565
109,rojas-entre-bobos,ESP,Comedy,1638.0,16.0,0.9666666666666668,0.9416666666666668,1.0583333333333331,14.125,2.0,15.0,16.0,4.0,12.0,0.0,0.0,1.0,113.0,3.0,3.0,16348.0,15897.0,544.0,4.0,3192.0,1.0,0.9375,0.4423076923076923,0.012232850203510028,0.764366706430864
110,rojas-lo-que-son-mujeres,ESP,Comedy,1644.0,12.0,1.0,1.0,1.0,11.0,1.0,11.0,12.0,5.0,7.0,0.0,0.0,1.0,66.0,3.0,3.0,16068.0,15876.0,195.0,0.0,3358.0,1.0,1.0,0.18055555555555555,0.019118947414668165,0.741103093919422
111,rollenhagen-reichen-mann,GER,0,1590.0,61.0,0.7962320455436047,0.1601092896174863,2.246448087431694,9.60655737704918,4.0,38.0,61.0,7.0,54.0,0.0,0.0,1.0,293.0,51.0,5.0,26068.0,23389.0,635.0,0.0,3606.0,1.0,0.06557377049180328,0.8096414141414142,0.009715845754958312,0.9145642097067369
112,romero-aunca-razones-bastan,ESP,0,1701.0,24.0,0.9135111604219156,0.8188405797101449,1.181159420289855,18.83333333333333,2.0,23.0,24.0,3.0,4.0,17.0,0.0,1.0,226.0,3.0,3.0,12536.0,11906.0,689.0,0.0,2418.0,1.0,0.75,0.5772058823529411,0.0,0.0
113,rowe-the-fair-penitent,ENG,0,1714.0,10.0,0.9186507936507936,0.8888888888888888,1.1111111111111112,8.0,2.0,9.0,10.0,3.0,7.0,0.0,0.0,1.0,40.0,6.0,5.0,18481.0,16578.0,484.0,4.0,1925.0,0.8333333333333334,0.4,0.6178571428571429,0.013123590058737748,0.6064872953518077
114,saint-glas-bouts-rimes,FRE,Comedy,1682.0,14.0,0.8492063492063492,0.3186813186813186,1.5,4.142857142857143,2.0,9.0,14.0,2.0,8.0,4.0,0.0,2.0,29.0,17.0,1.0,8865.0,8197.0,179.0,301.0,50.0,1.0,0.2857142857142857,0.63125,0.005489776496483545,0.3535533905932738
115,salviati-granchio,ITA,Comedy,1566.0,9.0,0.5629629629629629,0.5,1.5555555555555556,4.0,3.0,6.0,9.0,1.0,8.0,0.0,0.0,1.0,18.0,29.0,5.0,26016.0,24755.0,361.0,926.0,0.0,0.6896551724137931,0.3333333333333333,0.6386904761904761,0.0,0.0
